latitude,longitude,obs_id,Month,Day,Year,species_code,how_many,valid
42.0201836,-78.6132584,OBS729263530,3,23,2019,foxspa,1,1
42.0201836,-78.6132584,OBS734632356,3,30,2019,foxspa,1,1
39.8422201,-75.1826406,OBS500249023,2,25,2017,foxspa,1,1
39.8422201,-75.1826406,OBS508717795,3,18,2017,foxspa,5,1
39.8422201,-75.1826406,OBS508719190,3,25,2017,foxspa,2,1
39.8422201,-75.1826406,OBS600504804,12,30,2017,foxspa,1,1
39.8422201,-75.1826406,OBS600510189,1,6,2018,foxspa,1,1
39.8422201,-75.1826406,OBS600513981,1,13,2018,foxspa,1,1
39.8422201,-75.1826406,OBS601664519,2,3,2018,foxspa,1,1
35.1875172,-81.2317476,OBS726226354,3,16,2019,fiespa,1,1
44.5324318,-68.988905,OBS886197676,3,29,2020,foxspa,1,1
40.7417621,-74.3510056,OBS379968126,3,5,2016,foxspa,1,1
40.7417621,-74.3510056,OBS475705194,3,11,2017,foxspa,3,1
40.7417621,-74.3510056,OBS713957765,2,16,2019,foxspa,8,1
33.7756691,-84.3140411,OBS394925254,2,29,2016,foxspa,1,1
41.508091,-81.4701691,OBS387463314,3,30,2016,foxspa,1,1
40.1475733,-75.0076479,OBS359071595,12,12,2015,fiespa,1,1
40.1475733,-75.0076479,OBS361748914,12,19,2015,fiespa,24,1
40.1475733,-75.0076479,OBS442836668,11,12,2016,fiespa,2,1
40.1475733,-75.0076479,OBS460026092,1,14,2017,fiespa,2,1
40.1475733,-75.0076479,OBS558662670,12,16,2017,fiespa,3,1
42.3610259,-79.4876516,OBS479302707,11,21,2016,foxspa,2,1
42.3610259,-79.4876516,OBS484184358,12,5,2016,foxspa,1,1
42.3610259,-79.4876516,OBS484186580,12,12,2016,foxspa,1,1
42.3610259,-79.4876516,OBS484188467,12,19,2016,foxspa,1,1
42.3610259,-79.4876516,OBS484199980,3,27,2017,foxspa,2,1
42.3610259,-79.4876516,OBS484203956,4,3,2017,foxspa,2,1
42.3610259,-79.4876516,OBS678837896,11,12,2018,foxspa,2,1
42.3610259,-79.4876516,OBS693250493,11,19,2018,foxspa,1,1
42.3610259,-79.4876516,OBS849529913,11,11,2019,foxspa,3,1
41.3143097,-72.4026466,OBS738255877,3,10,2019,foxspa,1,1
41.4627914,-74.0501099,OBS862043479,11,23,2019,foxspa,1,1
41.1391907,-77.450592,OBS680384863,11,16,2018,foxspa,1,1
42.4081219,-88.2186699,OBS676823749,11,12,2018,foxspa,1,1
59.8071518,-139.5384521,OBS503274838,3,27,2017,foxspa,1,1
59.8071518,-139.5384521,OBS600764907,2,19,2018,foxspa,1,1
42.7418435,-78.6139798,OBS398802456,4,3,2016,fiespa,1,1
42.7418435,-78.6139798,OBS484705929,12,17,2016,foxspa,1,1
42.7418435,-78.6139798,OBS484706462,12,24,2016,foxspa,1,1
35.0389218,-120.5593729,OBS447242816,12,3,2016,gocspa,1,1
35.0389218,-120.5593729,OBS448721191,12,10,2016,gocspa,2,1
35.0389218,-120.5593729,OBS451562774,12,24,2016,gocspa,2,1
35.0389218,-120.5593729,OBS458883926,1,18,2017,gocspa,2,1
35.0389218,-120.5593729,OBS462583247,1,30,2017,gocspa,2,1
35.0389218,-120.5593729,OBS465185677,2,3,2017,gocspa,2,1
35.0389218,-120.5593729,OBS469442152,2,13,2017,gocspa,2,1
35.0389218,-120.5593729,OBS475979977,3,15,2017,gocspa,2,1
35.0389218,-120.5593729,OBS479215218,3,25,2017,gocspa,2,1
35.0389218,-120.5593729,OBS483184810,4,6,2017,gocspa,1,1
38.0170264,-79.0670586,OBS378762162,3,1,2016,foxspa,1,1
38.0170264,-79.0670586,OBS585709162,3,6,2018,foxspa,1,1
38.0170264,-79.0670586,OBS588114740,3,13,2018,foxspa,3,1
38.0170264,-79.0670586,OBS590564767,3,20,2018,foxspa,2,1
35.1691426,-83.4715033,OBS885410492,3,1,2020,foxspa,1,1
39.1465187,-81.8301086,OBS366927649,1,9,2016,foxspa,1,1
39.1465187,-81.8301086,OBS368858967,1,22,2016,foxspa,2,1
39.1465187,-81.8301086,OBS374636736,2,14,2016,foxspa,1,1
39.1465187,-81.8301086,OBS388550043,4,1,2016,foxspa,1,1
39.1465187,-81.8301086,OBS451563266,12,18,2016,foxspa,1,1
39.1465187,-81.8301086,OBS475092792,2,23,2017,foxspa,2,1
39.1465187,-81.8301086,OBS475094976,3,6,2017,foxspa,3,1
39.1465187,-81.8301086,OBS478912833,3,17,2017,foxspa,7,0
39.1465187,-81.8301086,OBS484460188,3,27,2017,foxspa,2,1
39.1465187,-81.8301086,OBS564262247,12,30,2017,foxspa,3,1
39.1465187,-81.8301086,OBS569116660,1,13,2018,foxspa,2,1
39.1465187,-81.8301086,OBS582811737,2,7,2018,foxspa,3,1
39.1465187,-81.8301086,OBS699135489,12,1,2018,foxspa,1,1
39.1465187,-81.8301086,OBS699137171,12,28,2018,foxspa,2,1
39.1465187,-81.8301086,OBS699139441,1,12,2019,foxspa,1,1
39.1465187,-81.8301086,OBS721404613,1,31,2019,foxspa,1,1
39.1465187,-81.8301086,OBS853373085,1,12,2020,foxspa,1,1
39.1465187,-81.8301086,OBS891770831,2,29,2020,foxspa,1,1
41.5066591,-75.2985452,OBS356103534,11,14,2015,foxspa,1,1
41.5066591,-75.2985452,OBS356104508,11,21,2015,foxspa,1,1
41.5066591,-75.2985452,OBS444505049,11,12,2016,foxspa,2,1
41.5066591,-75.2985452,OBS444598124,11,19,2016,foxspa,3,1
41.5066591,-75.2985452,OBS471009371,2,25,2017,foxspa,4,1
41.5066591,-75.2985452,OBS473133278,3,4,2017,foxspa,6,1
41.5066591,-75.2985452,OBS475106071,3,11,2017,foxspa,8,1
41.5066591,-75.2985452,OBS477005207,3,18,2017,foxspa,5,1
41.5066591,-75.2985452,OBS479625382,3,25,2017,foxspa,6,1
41.5066591,-75.2985452,OBS482874770,4,5,2017,foxspa,3,1
41.5066591,-75.2985452,OBS567862196,1,13,2018,foxspa,1,1
41.5066591,-75.2985452,OBS570164549,1,20,2018,foxspa,1,1
41.5066591,-75.2985452,OBS585505293,3,3,2018,foxspa,1,1
41.5066591,-75.2985452,OBS587474630,3,10,2018,foxspa,1,1
41.5066591,-75.2985452,OBS590524095,3,17,2018,foxspa,1,1
41.5066591,-75.2985452,OBS595273910,3,31,2018,foxspa,2,1
41.5066591,-75.2985452,OBS598457987,4,7,2018,foxspa,2,1
41.5066591,-75.2985452,OBS677063531,11,10,2018,foxspa,2,1
41.5066591,-75.2985452,OBS678514862,11,17,2018,foxspa,3,1
41.5066591,-75.2985452,OBS726268945,3,16,2019,foxspa,7,1
41.5066591,-75.2985452,OBS729570235,3,23,2019,fiespa,1,1
41.5066591,-75.2985452,OBS729570239,3,23,2019,foxspa,8,1
41.5066591,-75.2985452,OBS734446028,3,30,2019,fiespa,1,1
41.5066591,-75.2985452,OBS734446033,3,30,2019,foxspa,15,1
41.5066591,-75.2985452,OBS891666027,4,4,2020,foxspa,1,1
41.5066591,-75.2985452,OBS895423349,4,11,2020,foxspa,1,1
38.6589495,-121.1582793,OBS455046252,1,2,2017,gocspa,1,1
38.6589495,-121.1582793,OBS461016595,1,23,2017,gocspa,1,1
38.6589495,-121.1582793,OBS463162488,1,30,2017,gocspa,1,1
38.6589495,-121.1582793,OBS550670195,11,13,2017,gocspa,1,1
38.6589495,-121.1582793,OBS566087000,12,18,2017,gocspa,1,1
38.6589495,-121.1582793,OBS566091501,1,1,2018,gocspa,1,1
38.6589495,-121.1582793,OBS580425943,2,12,2018,gocspa,1,1
38.6589495,-121.1582793,OBS580428026,2,19,2018,gocspa,1,1
38.6589495,-121.1582793,OBS590287303,2,26,2018,gocspa,1,1
38.6589495,-121.1582793,OBS590289318,3,5,2018,gocspa,1,1
38.6589495,-121.1582793,OBS590290919,3,12,2018,gocspa,1,1
38.6589495,-121.1582793,OBS590292415,3,19,2018,gocspa,1,1
38.6589495,-121.1582793,OBS598031274,3,26,2018,gocspa,1,1
38.6589495,-121.1582793,OBS598037639,4,2,2018,gocspa,1,1
38.6589495,-121.1582793,OBS709702462,1,21,2019,gocspa,25,1
38.6589495,-121.1582793,OBS730779614,3,4,2019,gocspa,1,1
38.6589495,-121.1582793,OBS828200217,11,11,2019,gocspa,2,1
38.6589495,-121.1582793,OBS833023194,11,18,2019,gocspa,1,1
38.9869842,-121.0157003,OBS701509527,1,19,2019,gocspa,1,1
38.9869842,-121.0157003,OBS704001579,1,26,2019,gocspa,1,1
38.9869842,-121.0157003,OBS874666084,2,8,2020,gocspa,5,1
38.9869842,-121.0157003,OBS874668148,2,15,2020,gocspa,5,1
38.9869842,-121.0157003,OBS875227621,2,22,2020,gocspa,5,1
38.9869842,-121.0157003,OBS875229680,2,29,2020,gocspa,6,1
38.9869842,-121.0157003,OBS877683889,3,7,2020,gocspa,4,1
38.9869842,-121.0157003,OBS880677449,3,14,2020,gocspa,4,1
38.9869842,-121.0157003,OBS896292122,3,21,2020,gocspa,2,1
38.9869842,-121.0157003,OBS896295445,3,28,2020,gocspa,2,1
38.9869842,-121.0157003,OBS896301152,4,4,2020,gocspa,2,1
38.9869842,-121.0157003,OBS896308477,4,11,2020,gocspa,2,1
38.9869842,-121.0157003,OBS919587064,4,18,2020,gocspa,2,1
38.9869842,-121.0157003,OBS919591282,4,25,2020,gocspa,2,1
40.3987163,-82.4165494,OBS365063279,1,9,2016,foxspa,1,1
40.3987163,-82.4165494,OBS366774665,1,16,2016,foxspa,2,1
40.3987163,-82.4165494,OBS368602380,1,23,2016,foxspa,2,1
40.3987163,-82.4165494,OBS374212438,2,13,2016,foxspa,2,1
40.3987163,-82.4165494,OBS385111345,3,19,2016,foxspa,1,1
40.3987163,-82.4165494,OBS390348187,3,26,2016,foxspa,1,1
40.3987163,-82.4165494,OBS390348821,4,2,2016,foxspa,1,1
40.3987163,-82.4165494,OBS455691361,1,7,2017,foxspa,1,1
40.3987163,-82.4165494,OBS461770610,1,28,2017,foxspa,1,1
40.3987163,-82.4165494,OBS565684137,1,6,2018,foxspa,1,1
40.3987163,-82.4165494,OBS568000539,1,13,2018,foxspa,1,1
40.3987163,-82.4165494,OBS570150474,1,20,2018,foxspa,1,1
40.3987163,-82.4165494,OBS698248520,1,12,2019,foxspa,1,1
39.7707596,-121.8619003,OBS367838850,1,21,2016,gocspa,2,1
39.7707596,-121.8619003,OBS370432910,2,1,2016,gocspa,3,1
39.7707596,-121.8619003,OBS390872473,3,28,2016,gocspa,2,1
39.7707596,-121.8619003,OBS447513960,11,28,2016,gocspa,5,1
39.7707596,-121.8619003,OBS447514817,11,19,2016,gocspa,6,1
39.7707596,-121.8619003,OBS453662248,12,30,2016,gocspa,6,1
39.7707596,-121.8619003,OBS453664265,12,10,2016,gocspa,12,1
39.7707596,-121.8619003,OBS458136970,1,14,2017,gocspa,8,1
39.7707596,-121.8619003,OBS460508026,1,24,2017,gocspa,4,1
39.7707596,-121.8619003,OBS464191300,2,6,2017,gocspa,6,1
39.7707596,-121.8619003,OBS478314723,3,18,2017,gocspa,4,1
39.7707596,-121.8619003,OBS484802429,4,1,2017,gocspa,4,1
39.7707596,-121.8619003,OBS569809881,1,19,2018,gocspa,2,1
39.7707596,-121.8619003,OBS574870267,2,3,2018,gocspa,6,1
39.7707596,-121.8619003,OBS590653771,3,10,2018,gocspa,2,1
39.7707596,-121.8619003,OBS595650454,3,31,2018,gocspa,2,1
39.7707596,-121.8619003,OBS713472535,2,19,2019,gocspa,4,1
39.7707596,-121.8619003,OBS729979513,3,23,2019,gocspa,2,1
39.7707596,-121.8619003,OBS834478726,11,9,2019,gocspa,4,1
39.7707596,-121.8619003,OBS839120962,12,14,2019,gocspa,2,1
39.7707596,-121.8619003,OBS878979833,3,14,2020,gocspa,4,1
39.7707596,-121.8619003,OBS878980835,3,7,2020,gocspa,1,1
39.7707596,-121.8619003,OBS878982968,2,15,2020,gocspa,5,1
38.4408353,-122.7723476,OBS858759048,2,1,2020,gocspa,2,1
41.002533,-74.03037,OBS719767453,2,22,2019,foxspa,1,1
36.079303,-79.091809,OBS364252687,1,4,2016,foxspa,1,1
36.079303,-79.091809,OBS367552889,1,18,2016,foxspa,1,1
36.079303,-79.091809,OBS375016382,2,15,2016,foxspa,2,1
36.079303,-79.091809,OBS455329961,12,19,2016,foxspa,1,1
36.079303,-79.091809,OBS455331250,12,26,2016,foxspa,1,1
36.079303,-79.091809,OBS455332702,1,2,2017,foxspa,1,1
36.079303,-79.091809,OBS458917716,1,9,2017,foxspa,5,1
36.079303,-79.091809,OBS458919084,1,16,2017,foxspa,2,1
36.079303,-79.091809,OBS462582140,1,30,2017,foxspa,2,1
36.079303,-79.091809,OBS468409794,2,13,2017,foxspa,1,1
36.079303,-79.091809,OBS473835279,2,20,2017,foxspa,1,1
36.079303,-79.091809,OBS482531721,3,13,2017,foxspa,1,1
36.079303,-79.091809,OBS567808170,12,25,2017,foxspa,1,1
36.079303,-79.091809,OBS567810561,1,1,2018,foxspa,1,1
36.079303,-79.091809,OBS567814228,1,8,2018,foxspa,2,1
36.079303,-79.091809,OBS575635691,1,15,2018,foxspa,2,1
36.079303,-79.091809,OBS575637053,1,22,2018,foxspa,2,1
36.079303,-79.091809,OBS575638222,1,29,2018,foxspa,2,1
36.079303,-79.091809,OBS575639241,2,5,2018,foxspa,1,1
36.079303,-79.091809,OBS586418108,2,12,2018,foxspa,2,1
36.079303,-79.091809,OBS586420410,2,19,2018,foxspa,3,1
36.079303,-79.091809,OBS586425697,3,5,2018,foxspa,1,1
36.079303,-79.091809,OBS593964408,3,12,2018,foxspa,2,1
36.079303,-79.091809,OBS593966534,3,19,2018,foxspa,1,1
36.079303,-79.091809,OBS687675107,11,24,2018,foxspa,1,1
36.079303,-79.091809,OBS687677295,12,8,2018,foxspa,3,1
36.079303,-79.091809,OBS687678096,12,15,2018,foxspa,1,1
36.079303,-79.091809,OBS714193617,1,5,2019,foxspa,1,1
36.079303,-79.091809,OBS714195185,1,12,2019,foxspa,1,1
36.079303,-79.091809,OBS714200446,2,2,2019,foxspa,1,1
36.079303,-79.091809,OBS714202006,2,9,2019,foxspa,2,1
36.079303,-79.091809,OBS714203690,2,16,2019,foxspa,2,1
36.079303,-79.091809,OBS732227417,2,23,2019,foxspa,1,1
36.079303,-79.091809,OBS840927839,12,16,2019,foxspa,2,1
36.079303,-79.091809,OBS856421709,12,23,2019,foxspa,2,1
36.079303,-79.091809,OBS856424277,12,30,2019,foxspa,5,1
36.079303,-79.091809,OBS856427118,1,6,2020,foxspa,1,1
36.079303,-79.091809,OBS856468587,1,20,2020,foxspa,4,1
36.079303,-79.091809,OBS875737712,1,27,2020,foxspa,3,1
36.079303,-79.091809,OBS875741113,2,3,2020,foxspa,2,1
36.079303,-79.091809,OBS875744558,2,10,2020,foxspa,1,1
36.079303,-79.091809,OBS875747284,2,17,2020,foxspa,2,1
36.079303,-79.091809,OBS878751472,3,2,2020,foxspa,2,1
36.079303,-79.091809,OBS878753365,3,9,2020,foxspa,1,1
36.079303,-79.091809,OBS882141854,3,16,2020,foxspa,1,1
42.2698898,-83.7798691,OBS378564816,2,26,2016,foxspa,1,1
42.2698898,-83.7798691,OBS378570427,3,3,2016,foxspa,1,1
42.2698898,-83.7798691,OBS492619705,3,11,2017,foxspa,1,1
30.4569032,-98.1899593,OBS909819271,11,29,2019,fiespa,1,1
40.719275,-81.532163,OBS642275978,3,21,2016,fiespa,1,1
32.8606572,-91.3510354,OBS355227672,11,21,2015,foxspa,1,1
32.8606572,-91.3510354,OBS359534892,12,5,2015,foxspa,1,1
32.8606572,-91.3510354,OBS361566273,12,26,2015,foxspa,1,1
32.8606572,-91.3510354,OBS365541406,1,9,2016,foxspa,1,1
32.8606572,-91.3510354,OBS366898107,1,16,2016,foxspa,1,1
32.8606572,-91.3510354,OBS373034612,2,1,2016,foxspa,1,1
32.8606572,-91.3510354,OBS452128815,12,18,2016,foxspa,1,1
32.8606572,-91.3510354,OBS458139907,1,1,2017,foxspa,1,1
32.8606572,-91.3510354,OBS458141461,1,8,2017,foxspa,1,1
32.8606572,-91.3510354,OBS458144272,1,15,2017,foxspa,1,1
32.8606572,-91.3510354,OBS464614741,1,22,2017,foxspa,1,1
32.8606572,-91.3510354,OBS464616109,1,29,2017,foxspa,1,1
32.8606572,-91.3510354,OBS464617262,2,5,2017,foxspa,1,1
32.8606572,-91.3510354,OBS466421890,2,12,2017,foxspa,1,1
32.8606572,-91.3510354,OBS472167885,2,19,2017,foxspa,1,1
40.8641156,-75.2629673,OBS740343223,3,30,2019,foxspa,1,1
44.5982641,-123.2558834,OBS690395007,12,26,2018,foxspa,1,1
44.5982641,-123.2558834,OBS901311014,4,22,2020,gocspa,2,1
44.5982641,-123.2558834,OBS908416639,4,28,2020,gocspa,2,1
39.6323658,-84.3044472,OBS384566840,3,19,2016,fiespa,1,1
39.6323658,-84.3044472,OBS450084446,12,17,2016,foxspa,1,1
39.6323658,-84.3044472,OBS455639857,1,7,2017,foxspa,1,1
38.7838565,-122.9627381,OBS554269913,11,18,2017,gocspa,1,1
39.8348071,-86.3153408,OBS565604229,1,7,2018,foxspa,1,1
40.7780066,-78.108995,OBS390048664,4,7,2016,foxspa,1,1
42.3482565,-76.1647314,OBS374877965,11,14,2015,foxspa,3,1
42.3482565,-76.1647314,OBS388377341,3,19,2016,foxspa,2,1
42.3482565,-76.1647314,OBS388378571,3,26,2016,foxspa,2,1
42.3482565,-76.1647314,OBS388381549,4,2,2016,foxspa,1,1
42.3482565,-76.1647314,OBS482774361,3,18,2017,foxspa,2,1
42.3482565,-76.1647314,OBS482775057,3,11,2017,foxspa,5,1
42.3482565,-76.1647314,OBS482775837,3,4,2017,foxspa,5,1
42.3482565,-76.1647314,OBS482782043,2,25,2017,foxspa,1,1
42.3482565,-76.1647314,OBS482840868,3,25,2017,foxspa,1,1
42.3482565,-76.1647314,OBS482841962,4,1,2017,foxspa,1,1
42.3482565,-76.1647314,OBS557297917,11,11,2017,foxspa,1,1
42.3482565,-76.1647314,OBS597705650,3,3,2018,foxspa,1,1
42.3482565,-76.1647314,OBS597707564,3,10,2018,foxspa,1,1
42.3482565,-76.1647314,OBS597712024,3,31,2018,foxspa,1,1
42.3482565,-76.1647314,OBS700092781,11,17,2018,foxspa,2,1
42.3482565,-76.1647314,OBS700095212,11,24,2018,foxspa,1,1
42.3482565,-76.1647314,OBS742537661,3,16,2019,foxspa,1,1
42.3482565,-76.1647314,OBS742539945,3,23,2019,foxspa,3,1
42.3482565,-76.1647314,OBS742543144,3,30,2019,foxspa,2,1
42.3482565,-76.1647314,OBS838844942,11,9,2019,foxspa,2,1
42.3482565,-76.1647314,OBS887909634,3,14,2020,foxspa,2,1
42.3482565,-76.1647314,OBS887913718,3,21,2020,foxspa,4,1
36.1925813,-84.0761805,OBS904212227,2,18,2020,foxspa,1,1
44.9768618,-93.363213,OBS894318682,4,4,2020,foxspa,1,1
47.9092807,-122.3909246,OBS964955645,1,27,2020,gocspa,2,1
47.9092807,-122.3909246,OBS964957592,2,4,2020,gocspa,2,1
47.9092807,-122.3909246,OBS964960184,2,11,2020,gocspa,5,1
47.9092807,-122.3909246,OBS964963652,3,10,2020,gocspa,3,1
47.9092807,-122.3909246,OBS964964638,3,18,2020,gocspa,1,1
47.9092807,-122.3909246,OBS964965451,3,25,2020,gocspa,2,1
47.9092807,-122.3909246,OBS964967349,4,21,2020,gocspa,3,1
41.1918221,-74.4453964,OBS416347025,11,15,2015,foxspa,1,1
41.1918221,-74.4453964,OBS416359423,3,20,2016,foxspa,3,1
41.1918221,-74.4453964,OBS463705358,11,13,2016,foxspa,1,1
41.1918221,-74.4453964,OBS509064356,2,26,2017,foxspa,1,1
41.1918221,-74.4453964,OBS509065047,3,12,2017,foxspa,1,1
41.1918221,-74.4453964,OBS509066534,3,19,2017,foxspa,1,1
41.1918221,-74.4453964,OBS509068185,3,26,2017,foxspa,1,1
40.64851,-73.670411,OBS385195990,3,19,2016,foxspa,1,1
40.64851,-73.670411,OBS854330311,1,18,2020,foxspa,1,1
41.6213269,-81.4454621,OBS470283297,2,4,2017,foxspa,1,1
41.9829038,-87.7429968,OBS880382392,11,10,2019,foxspa,1,1
39.7490955,-75.1521385,OBS366754769,1,16,2016,foxspa,1,1
39.7490955,-75.1521385,OBS743900067,3,30,2019,fiespa,1,1
42.4582861,-76.7222393,OBS388546364,4,3,2016,foxspa,5,1
42.4582861,-76.7222393,OBS443167320,11,13,2016,foxspa,1,1
42.4582861,-76.7222393,OBS481996318,3,5,2017,foxspa,1,1
42.4582861,-76.7222393,OBS481997291,3,12,2017,foxspa,1,1
42.4582861,-76.7222393,OBS481998035,3,19,2017,foxspa,1,1
42.4582861,-76.7222393,OBS481999170,4,2,2017,foxspa,1,1
42.4582861,-76.7222393,OBS726419762,3,17,2019,foxspa,1,1
42.4582861,-76.7222393,OBS732776698,3,31,2019,foxspa,3,1
42.4582861,-76.7222393,OBS890680942,4,5,2020,foxspa,1,1
42.4582861,-76.7222393,OBS900972158,4,19,2020,fiespa,1,1
38.9110216,-89.4052577,OBS491842240,4,3,2017,fiespa,1,1
37.918334,-122.284454,OBS356841234,12,1,2015,foxspa,4,1
37.918334,-122.284454,OBS356841238,12,1,2015,gocspa,12,1
37.918334,-122.284454,OBS360205770,12,18,2015,foxspa,4,1
37.918334,-122.284454,OBS360205779,12,18,2015,gocspa,17,1
37.918334,-122.284454,OBS361870199,12,28,2015,gocspa,19,1
37.918334,-122.284454,OBS361870204,12,28,2015,foxspa,4,1
37.918334,-122.284454,OBS366292217,1,14,2016,foxspa,7,1
37.918334,-122.284454,OBS366292218,1,14,2016,gocspa,14,1
37.918334,-122.284454,OBS368998166,1,24,2016,foxspa,4,1
37.918334,-122.284454,OBS368998171,1,24,2016,gocspa,10,1
37.918334,-122.284454,OBS372186010,2,7,2016,gocspa,10,1
37.918334,-122.284454,OBS372186018,2,7,2016,foxspa,3,1
37.918334,-122.284454,OBS375078672,2,14,2016,foxspa,4,1
37.918334,-122.284454,OBS375078673,2,14,2016,gocspa,19,1
37.918334,-122.284454,OBS378263777,2,28,2016,gocspa,15,1
37.918334,-122.284454,OBS378263779,2,28,2016,foxspa,5,1
37.918334,-122.284454,OBS380136206,3,7,2016,gocspa,28,1
37.918334,-122.284454,OBS380136210,3,7,2016,foxspa,6,1
37.918334,-122.284454,OBS382464270,3,13,2016,foxspa,4,1
37.918334,-122.284454,OBS382464275,3,13,2016,gocspa,18,1
37.918334,-122.284454,OBS444406012,11,17,2016,gocspa,18,1
37.918334,-122.284454,OBS444406026,11,17,2016,foxspa,2,1
37.918334,-122.284454,OBS445823658,11,25,2016,gocspa,12,1
37.918334,-122.284454,OBS445823663,11,25,2016,foxspa,1,1
40.3210601,-75.1534796,OBS472898198,3,4,2017,foxspa,1,1
44.319305,-73.287468,OBS387418329,3,30,2016,foxspa,1,1
42.12,-121.42,OBS587192285,11,14,2017,gocspa,1,1
42.12,-121.42,OBS587197482,11,22,2017,gocspa,1,1
42.12,-121.42,OBS587201276,11,28,2017,gocspa,1,1
42.12,-121.42,OBS587205011,12,5,2017,gocspa,1,1
42.12,-121.42,OBS587209276,12,13,2017,gocspa,3,1
42.12,-121.42,OBS587217761,12,26,2017,gocspa,2,1
42.12,-121.42,OBS587221113,1,2,2018,gocspa,3,1
42.12,-121.42,OBS587224340,1,10,2018,gocspa,3,1
42.12,-121.42,OBS587227591,1,18,2018,gocspa,3,1
42.12,-121.42,OBS587231320,1,24,2018,gocspa,3,1
42.12,-121.42,OBS587238131,2,6,2018,gocspa,1,1
42.12,-121.42,OBS587240490,3,6,2018,gocspa,1,1
42.12,-121.42,OBS590574879,3,13,2018,gocspa,1,1
42.12,-121.42,OBS727405583,11,14,2018,gocspa,7,1
42.12,-121.42,OBS727408723,11,21,2018,gocspa,2,1
42.12,-121.42,OBS727411127,11,28,2018,gocspa,6,1
42.12,-121.42,OBS727415178,12,5,2018,gocspa,1,1
42.12,-121.42,OBS727419908,12,12,2018,gocspa,2,1
42.12,-121.42,OBS727426597,12,19,2018,gocspa,1,1
42.12,-121.42,OBS727434863,12,26,2018,gocspa,1,1
42.12,-121.42,OBS727440525,1,9,2019,gocspa,1,1
42.12,-121.42,OBS727442882,1,16,2019,gocspa,5,1
42.12,-121.42,OBS727445094,3,6,2019,gocspa,6,1
42.12,-121.42,OBS727449352,3,14,2019,gocspa,1,1
42.12,-121.42,OBS728340287,3,21,2019,gocspa,1,1
42.12,-121.42,OBS740659117,3,28,2019,gocspa,2,1
42.12,-121.42,OBS740666849,4,4,2019,gocspa,2,1
42.12,-121.42,OBS899264668,12,14,2019,gocspa,2,1
42.12,-121.42,OBS899379286,12,21,2019,gocspa,1,1
42.12,-121.42,OBS899390424,12,27,2019,gocspa,1,1
42.12,-121.42,OBS899398684,1,10,2020,gocspa,8,1
42.12,-121.42,OBS900487399,1,17,2020,gocspa,7,1
42.12,-121.42,OBS900492910,1,24,2020,gocspa,5,1
42.12,-121.42,OBS900498190,2,27,2020,gocspa,2,1
42.12,-121.42,OBS900505799,3,14,2020,gocspa,7,1
42.12,-121.42,OBS900571727,3,21,2020,gocspa,4,1
42.12,-121.42,OBS900575278,3,28,2020,gocspa,4,1
42.12,-121.42,OBS900579020,4,4,2020,gocspa,5,1
42.12,-121.42,OBS900583999,4,11,2020,gocspa,6,1
42.12,-121.42,OBS900591642,4,18,2020,foxspa,1,1
42.12,-121.42,OBS900591643,4,18,2020,gocspa,5,1
41.746137,-70.047866,OBS355140231,11,21,2015,foxspa,2,1
34.4446247,-119.278232,OBS444815504,11,19,2016,foxspa,1,1
34.4446247,-119.278232,OBS556473817,12,9,2017,foxspa,1,1
34.4446247,-119.278232,OBS565419855,1,6,2018,foxspa,1,1
34.4446247,-119.278232,OBS568012991,1,13,2018,foxspa,1,1
34.4446247,-119.278232,OBS572299241,1,27,2018,gocspa,1,1
34.4446247,-119.278232,OBS574960359,2,3,2018,gocspa,1,1
34.4446247,-119.278232,OBS577396060,2,10,2018,foxspa,1,1
34.4446247,-119.278232,OBS577396073,2,10,2018,gocspa,1,1
34.4446247,-119.278232,OBS581385958,2,17,2018,foxspa,1,1
43.1527405,-70.6561737,OBS642327180,11,14,2015,foxspa,1,1
39.064115,-75.6645584,OBS444785304,11,14,2016,foxspa,1,1
39.064115,-75.6645584,OBS448251520,11,28,2016,foxspa,1,1
39.064115,-75.6645584,OBS465724587,1,9,2017,fiespa,1,1
39.064115,-75.6645584,OBS489769423,3,6,2017,foxspa,1,1
39.064115,-75.6645584,OBS489773001,3,20,2017,foxspa,2,1
39.064115,-75.6645584,OBS642327358,12,21,2015,foxspa,1,1
39.064115,-75.6645584,OBS745392450,11,11,2018,foxspa,1,1
39.064115,-75.6645584,OBS745400323,11,26,2018,foxspa,1,1
42.6344929,-70.9480351,OBS354165921,11,14,2015,foxspa,1,1
41.4824443,-75.7284379,OBS478092335,3,18,2017,foxspa,1,1
41.4824443,-75.7284379,OBS482245326,4,1,2017,foxspa,1,1
40.2893311,-74.8465179,OBS477365503,3,19,2017,foxspa,1,1
39.7205048,-75.1350519,OBS888051848,3,31,2020,fiespa,1,1
42.5831097,-87.856634,OBS885901159,3,28,2020,foxspa,1,1
45.64858,-122.84686,OBS639686555,11,18,2017,gocspa,3,1
45.64858,-122.84686,OBS639686889,12,16,2017,gocspa,2,1
45.64858,-122.84686,OBS639687615,12,23,2017,gocspa,4,1
45.64858,-122.84686,OBS639688661,1,20,2018,gocspa,1,1
45.64858,-122.84686,OBS639689754,2,10,2018,gocspa,3,1
45.64858,-122.84686,OBS639690612,2,17,2018,gocspa,2,1
45.64858,-122.84686,OBS639690802,3,3,2018,gocspa,3,1
